CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,PARKS_NM,HOOD,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
831029205,3/28/2016,6:30:00,3/28/2016,6:32:00,3/31/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,BRONXDALE,1021275,240025,40.82541936,-73.86622081,"(40.825419359, -73.866220811)"
195582309,3/27/2016,8:30:00,3/27/2016,8:37:00,3/27/2016,109,GRAND LARCENY,404,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,BRONXDALE,1021623,240919,40.82787167,-73.86495842,"(40.827871665, -73.864958422)"
606579739,3/23/2016,7:00:00,3/23/2016,8:00:00,3/24/2016,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,,THROGGS NECK,1032930,239207,40.82311764,-73.8241144,"(40.823117641, -73.824114397)"
452598854,3/19/2016,16:40:00,3/19/2016,16:50:00,3/19/2016,105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,BRONXDALE,1021576,240437,40.82654891,-73.86513093,"(40.826548914, -73.865130932)"
711562643,3/15/2016,16:35:00,3/15/2016,16:40:00,3/15/2016,109,GRAND LARCENY,419,"LARCENY,GRAND FROM PERSON,UNCL",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,,THROGGS NECK,1032930,239207,40.82311764,-73.8241144,"(40.823117641, -73.824114397)"
967244787,3/15/2016,15:00:00,3/15/2016,15:30:00,3/15/2016,105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,SOUNDVIEW,1020891,236726,40.81636615,-73.86762631,"(40.816366145, -73.867626311)"
770620776,3/15/2016,13:30:00,,,3/15/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,BRONXDALE,1020811,240473,40.82665092,-73.86789492,"(40.826650923, -73.867894916)"
599362000,3/15/2016,8:45:00,3/15/2016,10:00:00,3/15/2016,109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,SOUNDVIEW,1020341,237429,40.81829795,-73.86960955,"(40.818297945, -73.869609545)"
258979375,3/14/2016,16:30:00,3/14/2016,18:00:00,3/14/2016,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026553,237773,40.81921456,-73.8471643,"(40.819214563, -73.847164302)"
555266391,3/10/2016,21:06:00,3/10/2016,21:13:00,3/10/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,FRONT OF,RESIDENCE - PUBLIC HOUSING,,THROGGS NECK,1032948,238316,40.820672,-73.82405583,"(40.820672004, -73.824055827)"
465367353,3/7/2016,8:40:00,3/7/2016,9:30:00,3/7/2016,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,SOUNDVIEW,1020891,236726,40.81636615,-73.86762631,"(40.816366145, -73.867626311)"
517947601,2/27/2016,6:35:00,,,2/27/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,,MORRISANIA,1010158,242490,40.83222468,-73.90637977,"(40.832224679, -73.906379774)"
906209134,2/26/2016,16:50:00,2/26/2016,16:55:00,2/26/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026382,237309,40.81794183,-73.84778502,"(40.817941833, -73.847785022)"
622185436,2/26/2016,13:35:00,2/26/2016,13:40:00,2/26/2016,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,BRONXDALE,1022040,240165,40.82580038,-73.86345589,"(40.825800379, -73.86345589)"
832820696,2/25/2016,13:30:00,2/25/2016,14:00:00,2/26/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,,THROGGS NECK,1032948,238316,40.820672,-73.82405583,"(40.820672004, -73.824055827)"
885190372,2/22/2016,19:00:00,2/23/2016,8:00:00,2/23/2016,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026999,237853,40.81943199,-73.84555244,"(40.819431994, -73.845552435)"
201191042,2/22/2016,11:40:00,2/22/2016,11:45:00,2/22/2016,105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1025708,238315,40.82070621,-73.85021386,"(40.820706205, -73.850213861)"
462338454,2/21/2016,12:40:00,2/21/2016,12:45:00,2/21/2016,105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,,CASTLE HILL,1026382,237309,40.81794183,-73.84778502,"(40.817941833, -73.847785022)"
104582364,2/21/2016,11:10:00,2/21/2016,11:12:00,2/21/2016,106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,44,INSIDE,RESIDENCE - PUBLIC HOUSING,,HIGHBRIDGE ,1003988,244111,40.8366898,-73.92867103,"(40.836689799, -73.928671032)"
866533858,2/20/2016,4:30:00,2/20/2016,14:30:00,2/20/2016,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,,SOUNDVIEW,1020891,236726,40.81636615,-73.86762631,"(40.816366145, -73.867626311)"
