,HOOD,,,,,,,ADDR,CITY,ZIP,Latitude,Longitude,,,,,,PRICE,,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4059,8, ,A1, 1575 RADCLIFF AVENUE                      ,NYC,10462,40.8443029,-73.854585,"2,440","1,494",1930,1, A1 ,"$342,500 ",7/30/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4086,42, ,A1, 1553 TOMLINSON AVENUE                     ,NYC,10461,40.845553,-73.849153,"2,790","1,784",1930,1, A1 ,"$430,000 ",4/10/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4086,46, ,A1, 1547 TOMLINSON AVENUE                     ,NYC,10461,40.845374,-73.849039,"3,742","1,570",1930,1, A1 ,"$415,000 ",9/16/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4087,13, ,A1, 1570 TOMLINSON AVENUE                     ,NYC,10461,40.846174,-73.84904,"2,588","1,524",1925,1, A1 ,"$425,000 ",11/25/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4089,21, ,A1, 1561 HERING AVENUE                        ,NYC,10461,40.847271,-73.847026,"2,500","1,034",1925,1, A1 ,"$260,000 ",3/12/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4091,6, ,A5, 1673 FOWLER AVENUE                        ,NYC,10462,40.845446,-73.857821,"2,000","1,272",1950,1, A5 ,"$420,000 ",11/5/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4091,10, ,A5, 1665 FOWLER AVENUE                        ,NYC,10462,40.845239,-73.857662,"2,142","1,272",1950,1, A5 ,"$300,000 ",11/10/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4098,42, ,A1, 1614 COLDEN AVENUE                        ,NYC,10462,40.845416,-73.853844,"2,500","2,079",1930,1, A1 ,"$470,000 ",8/27/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4098,55, ,A1, 1646 COLDEN AVENUE                        ,NYC,10462,40.84617,-73.854439,"2,500","1,580",1920,1, A1 ,"$300,000 ",1/8/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4100,23, ,A1, 1627 LURTING AVENUE                       ,NYC,10461,40.8466499,-73.852219,"2,500","1,400",1920,1, A1 ,"$400,000 ",10/6/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4100,49, ,A1, 1630 HONE AVENUE                          ,NYC,10461,40.8465522,-73.8525838,"2,500","1,426",1920,1, A1 ,"$460,000 ",12/16/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4101,38, ,A5, 1724 RADCLIFF AVENUE                      ,NYC,10462,40.847242,-73.856367,"1,800","1,714",1958,1, A5 ,"$323,000 ",2/24/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4106,55, ,A2, 1640 HAIGHT AVENUE                        ,NYC,10461,40.8475094,-73.8511716,"2,500","1,281",1920,1, A2 ,"$420,000 ",1/15/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4123,5, ,A5, 912 RHINELANDER AVE                       ,NYC,10462,40.848673,-73.860322,"2,070","1,485",1950,1, A5 ,"$336,020 ",5/5/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4259,15, ,A5, 1942 HUNT AVE                             ,NYC,10462,40.8488715,-73.8657838,"1,648","1,568",1900,1, A5 ,"$465,000 ",3/5/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4259,114, ,A5, 1940 HUNT AVENUE                          ,NYC,10462,40.8488638,-73.8660199,"3,085","2,100",2010,1, A5 ,"$570,000 ",5/8/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4263,31, ,A5, 1962 MATTHEWS AVENUE                      ,NYC,10462,40.849564,-73.862576,"1,633","1,576",1970,1, A5 ,"$367,000 ",9/30/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4268,57, ,A1, 1948 COLDEN AVENUE                        ,NYC,10462,40.851346,-73.858517,"3,742","2,846",1920,1, A1 ,"$535,000 ",11/20/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4270,37, ,A2, 1059 RHINELANDER AVENUE                   ,NYC,10461,40.851101,-73.855945,"2,250","1,595",1955,1, A2 ,"$402,000 ",12/3/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4270,49, ,A1, 1926 HONE AVENUE                          ,NYC,10461,40.851615,-73.856514,"2,500","1,312",1920,1, A1 ,"$500,000 ",9/3/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4272,21, ,A1, 1935 TOMLINSON AVENUE                     ,NYC,10461,40.85266,-73.854758,"2,500","1,476",1930,1, A1 ,"$479,000 ",2/2/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4272,54, ,A1, 1938 HAIGHT AVE                           ,NYC,10461,40.852641,-73.855161,"2,500","1,408",1915,1, A1 ,"$485,000 ",1/7/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4276,13, ,A1, 1945 TENBROECK                            ,NYC,10461,40.854619,-73.851694,"4,500","1,152",1940,1, A1 ,"$439,000 ",9/22/2015,
2,MORRIS PARK/VAN NEST     ,01  ONE FAMILY DWELLINGS                    ,1,4300,11, ,A5, 2015 COLDEN AVENUE                        ,NYC,10462,40.8524717,-73.8599592,"1,657","1,401",1955,1, A5 ,"$324,000 ",2/13/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2369,67, ,A9, 508 WEIHER COURT                          ,NYC,10456,40.8261056,-73.9086637,711,"1,024",1899,1, A9 ,"$40,000 ",4/28/2015,"$234,952 "
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2612,6, ,A9, 1238 FULTON AVENUE                        ,NYC,10456,40.8309531,-73.9040531,"1,625","1,827",1901,1, A9 ,"$313,950 ",6/18/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2612,27, ,S1, 576 EAST 169TH STREET                     ,NYC,10456,40.8319657,-73.9031308,"1,528","2,462",1930,1, S1 ,"$235,000 ",5/8/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2617,58, ,A5, 703-705 EAGLE AVENUE                      ,NYC,10455,40.818328,-73.910327,"3,110","1,152",1992,1, A5 ,"$300,000 ",9/11/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2624,200, ,A5, 634 EAGLE AVENUE                          ,NYC,10455,40.816457,-73.9104909,"2,070","1,152",1993,1, A5 ,"$273,000 ",11/24/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2628,132, ,A5, 714 CAULDWELL AVENUE                      ,NYC,10455,40.817989,-73.908737,"1,875","1,152",1992,1, A5 ,"$150,000 ",9/30/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2636,112, ,A5, 774 TRINITY AVENUE                        ,NYC,10456,40.81941,-73.907129,"1,773","1,152",1991,1, A5 ,"$300,000 ",3/10/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2661,119, ,A5, 1128 FOREST AVENUE                        ,NYC,10456,40.827588,-73.90201,"1,705","1,599",1987,1, A5 ,"$325,000 ",9/21/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2662,34, ,A5, 775 HOME STREET                           ,NYC,10456,40.828144,-73.9009848,"1,317","1,224",1920,1, A5 ,"$350,000 ",8/31/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2662,34, ,A5, 775 HOME                                  ,NYC,10456,40.828144,-73.9009848,"1,317","1,224",1920,1, A5 ,"$179,478 ",2/5/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2663,37, ,A1, 1245 TINTON AVENUE                        ,NYC,10456,40.8305496,-73.9000429,"1,742","1,476",1920,1, A1 ,"$225,000 ",4/14/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2669,18, ,A5, 992 TINTON AVENUE                         ,NYC,10456,40.82391,-73.902298,"2,000","1,756",1898,1, A5 ,"$425,000 ",12/23/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2669,18, ,A5, 992 TINTON AVENUE                         ,NYC,10456,40.82391,-73.902298,"2,000","1,756",1898,1, A5 ,"$203,150 ",4/23/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2669,23, ,A1, 1002 TINTON AVENUE                        ,NYC,10456,40.824169,-73.90219,"1,875","1,616",1920,1, A1 ,"$367,000 ",10/19/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2673,127, ,A5, 772 EAST 169 STREET                       ,NYC,10456,40.8303241,-73.8994777,"1,898","1,320",1987,1, A5 ,"$315,000 ",8/4/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2673,129, ,A5, 776 E 169                                 ,NYC,10456,40.830232,-73.89941,"1,640","1,188",1987,1, A5 ,"$275,000 ",11/3/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2676,72, ,A2, 779 PROSPECT AVENUE                       ,NYC,10455,40.818263,-73.902685,"4,755","1,080",1910,1, A2 ,"$675,000 ",8/13/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2678,32, ,A1, 824 EAST 165 STREET                       ,NYC,10459,40.824028,-73.900716,"2,000","1,688",1901,1, A1 ,"$223,000 ",10/8/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2711,47, ,A5, 886 BECK STREET                           ,NYC,10459,40.818989,-73.895627,"2,000","1,980",1987,1, A5 ,"$349,000 ",12/17/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2712,114, ,A5, 914 TIFFANY STREET                        ,NYC,10459,40.820032,-73.894561,"2,310","1,386",1982,1, A5 ,"$345,000 ",8/11/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2726,46, ,A5, 1089 SIMPSON STREET                       ,NYC,10459,40.8258358,-73.8931071,"2,000","1,400",1992,1, A5 ,"$320,000 ",1/30/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2726,115, ,A5, 1056 FOX STREET                           ,NYC,10459,40.825373,-73.893563,"2,000","1,266",1992,1, A5 ,"$240,000 ",9/28/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2728,45, ,A1, 1125 SOUTHERN BOULEVARD                   ,NYC,10459,40.827025,-73.892211,"1,125","1,842",1901,1, A1 ,"$268,400 ",4/27/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2961,47, ,A9, 1281 UNION AVENUE                         ,NYC,10459,40.830879,-73.898965,"1,500","1,260",1901,1, A9 ,"$175,000 ",10/21/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2961,47, ,A9, 1281 UNION AVE                            ,NYC,10459,40.830879,-73.898965,"1,500","1,260",1901,1, A9 ,"$10,667 ",8/27/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2961,47, ,A9, 1281 UNION AVE                            ,NYC,10459,40.830879,-73.898965,"1,500","1,260",1901,1, A9 ,"$10,667 ",7/20/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2961,47, ,A9, 1281 UNION AVE                            ,NYC,10459,40.830879,-73.898965,"1,500","1,260",1901,1, A9 ,"$8,000 ",7/16/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2961,47, ,A9, 1281 UNION AVE                            ,NYC,10459,40.830879,-73.898965,"1,500","1,260",1901,1, A9 ,"$10,667 ",7/15/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2961,47, ,A9, 1281 UNION AVENUE                         ,NYC,10459,40.830879,-73.898965,"1,500","1,260",1901,1, A9 ,"$6,000 ",7/14/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2961,47, ,A9, 1281 UNION AVENUE                         ,NYC,10459,40.830879,-73.898965,"1,500","1,260",1901,1, A9 ,"$40,000 ",4/15/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2963,16, ,A1, 800 EAST 170TH                            ,NYC,10459,40.8329521,-73.8958203,"3,133","1,645",1901,1, A1 ,"$120,000 ",12/4/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2964,117, ,A5, 826 EAST 170TH STREET                     ,NYC,10459,40.8331249,-73.8945569,933,"1,400",2001,1, A5 ,"$260,000 ",12/16/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2965,208, ,A5, 1377 INTERVALE AVENUE                     ,NYC,10459,40.832056,-73.893147,"1,980","1,152",1988,1, A5 ,"$283,500 ",9/11/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2965,257, ,A5, 873 FREEMAN STREET                        ,NYC,10459,40.830759,-73.894208,"2,052","1,188",1990,1, A5 ,"$266,000 ",12/16/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2973,77, ,A5, 1295 INTERVALE AVENUE                     ,NYC,10459,40.830021,-73.893914,"1,765","1,152",1988,1, A5 ,"$238,290 ",8/10/2015,
2,MORRISANIA/LONGWOOD      ,01  ONE FAMILY DWELLINGS                    ,1,2973,82, ,A5, 1285 INTERVALE AVENUE                     ,NYC,10459,40.829834,-73.894116,"1,997","1,152",1988,1, A5 ,"$332,500 ",9/22/2015,
2,MOTT HAVEN/PORT MORRIS   ,01  ONE FAMILY DWELLINGS                    ,1,2278,35, ,A5, 454 EAST 134 STREET                       ,NYC,10454,40.8056654,-73.9230243,"1,808","2,430",1901,1, A5 ,"$158,000 ",5/28/2015,"$340,327 "
2,MOTT HAVEN/PORT MORRIS   ,01  ONE FAMILY DWELLINGS                    ,1,2278,46, ,A5, 476 EAST134TH STREET                      ,NYC,10454,40.805368,-73.922369,"1,020","1,680",1901,1, A5 ,"$50,000 ",7/28/2015,
2,MOTT HAVEN/PORT MORRIS   ,01  ONE FAMILY DWELLINGS                    ,1,2280,12, ,A5, 408 EAST 136TH STREET                     ,NYC,10454,40.8074812,-73.9234501,"1,422","1,944",1901,1, A5 ,"$405,000 ",12/31/2015,
2,MOTT HAVEN/PORT MORRIS   ,01  ONE FAMILY DWELLINGS                    ,1,2280,13, ,A5, 410 EAST 136TH STREET                     ,NYC,10454,40.8074454,-73.9233901,"2,000","2,256",1901,1, A5 ,"$355,000 ",5/28/2015,
2,MOTT HAVEN/PORT MORRIS   ,01  ONE FAMILY DWELLINGS                    ,1,2280,69, ,A5, 423 EAST 135TH STREET                     ,NYC,10454,40.8069347,-73.9232259,"1,666","3,008",1901,1, A5 ,"$450,000 ",5/29/2015,
2,MOTT HAVEN/PORT MORRIS   ,01  ONE FAMILY DWELLINGS                    ,1,2285,86, ,A5, 415 EAST 140TH STREET                     ,NYC,10454,40.81027,-73.921062,"1,775","3,200",1901,1, A5 ,"$635,000 ",11/12/2015,
2,MOTT HAVEN/PORT MORRIS   ,01  ONE FAMILY DWELLINGS                    ,1,2285,86, ,A5, 415 E 140TH ST                            ,NYC,10454,40.81027,-73.921062,"1,775","3,200",1901,1, A5 ,"$125,000 ",10/8/2015,
2,MOTT HAVEN/PORT MORRIS   ,01  ONE FAMILY DWELLINGS                    ,1,2286,29, ,A5, 438 EAST 142ND STREET                     ,NYC,10454,40.810901,-73.919876,"1,650","2,112",1910,1, A5 ,"$200,000 ",9/4/2015,
2,MOTT HAVEN/PORT MORRIS   ,01  ONE FAMILY DWELLINGS                    ,1,2287,21, ,A5, 432 EAST 143 ST                           ,NYC,10454,40.811558,-73.919505,"1,400",952,1899,1, A5 ,"$165,000 ",10/8/2015,
2,MOTT HAVEN/PORT MORRIS   ,01  ONE FAMILY DWELLINGS                    ,1,2287,22, ,A5, 434 EAST 143RD STREET                     ,NYC,10454,40.811544,-73.91946,"1,400","1,428",1899,1, A5 ,"$246,909 ",10/27/2015,
2,MOTT HAVEN/PORT MORRIS   ,01  ONE FAMILY DWELLINGS                    ,1,2288,81, ,A5, 439 EAST 143 STREET                       ,NYC,10454,40.8118709,-73.919047,"2,500","3,375",1910,1, A5 ,"$260,000 ",8/3/2015,
2,MOTT HAVEN/PORT MORRIS   ,01  ONE FAMILY DWELLINGS                    ,1,2314,74, ,A5, 285 ALEXANDER AVENUE                      ,NYC,10454,40.8110788,-73.9246554,"1,127","2,724",1899,1, A5 ,"$760,000 ",3/26/2015,
2,MOTT HAVEN/PORT MORRIS   ,01  ONE FAMILY DWELLINGS                    ,1,2315,21, ,A9, 311 EAST 140TH STREET                     ,NYC,10454,40.811783,-73.924632,"2,500","1,562",1901,1, A9 ,"$525,000 ",5/15/2015,
2,MOTT HAVEN/PORT MORRIS   ,01  ONE FAMILY DWELLINGS                    ,1,2573,4, ,A5, 326 JACKSON AVE                           ,NYC,10454,40.807162,-73.911241,"1,600","1,472",1910,1, A5 ,"$170,000 ",9/28/2015,
2,MOTT HAVEN/PORT MORRIS   ,01  ONE FAMILY DWELLINGS                    ,1,2600,220, ,A5, 879 EAST 147 STREET                       ,NYC,10455,40.810535,-73.904341,"2,500","2,250",1901,1, A5 ,"$600,000 ",3/24/2015,
2,MOUNT HOPE/MOUNT EDEN    ,01  ONE FAMILY DWELLINGS                    ,1,2798,38, ,A1, 1777 TOPPING AVENUE                       ,NYC,10457,40.8461962,-73.9058095,"2,375","2,399",1905,1, A1 ,"$459,800 ",11/12/2015,"$556,712 "
2,MOUNT HOPE/MOUNT EDEN    ,01  ONE FAMILY DWELLINGS                    ,1B,2805,48, ,V0, 130 E. 177TH ST                           ,NYC,10453,40.8492109,-73.906976,"3,125",0,1901,1, A9 ,"$833,000 ",3/10/2015,
2,MOUNT HOPE/MOUNT EDEN    ,01  ONE FAMILY DWELLINGS                    ,1,2810,24, ,A1, 240 EAST 178TH STREET                     ,NYC,10457,40.8500424,-73.9035334,"5,000","3,582",1930,1, A1 ,"$875,000 ",4/8/2015,
2,MOUNT HOPE/MOUNT EDEN    ,01  ONE FAMILY DWELLINGS                    ,1,2826,70, ,A5, 107 EAST 175TH STREET                     ,NYC,10453,40.847026,-73.910039,"1,700","1,516",1899,1, A5 ,"$190,760 ",3/17/2015,
2,MOUNT HOPE/MOUNT EDEN    ,01  ONE FAMILY DWELLINGS                    ,1,2891,70, ,A1, 1829 ANTHONY AVENUE                       ,NYC,10457,40.8470811,-73.903982,"2,790","2,548",1899,1, A1 ,"$425,000 ",12/16/2015,
2,PARKCHESTER              ,01  ONE FAMILY DWELLINGS                    ,1,3922,54, ,S1, 1544 THIERIOT AVENUE                      ,NYC,10460,40.83898,-73.865404,"2,500","1,360",1910,1, S1 ,"$379,000 ",10/29/2015,"$358,917 "
2,PARKCHESTER              ,01  ONE FAMILY DWELLINGS                    ,1,3931,34, ,A1, 1978 MC GRAW AVENUE                       ,NYC,10462,40.834691,-73.858778,"2,190","1,665",1920,1, A1 ,"$253,500 ",8/3/2015,
2,PARKCHESTER              ,01  ONE FAMILY DWELLINGS                    ,1,3931,47, ,S1, 1971 BENEDICT AVENUE                      ,NYC,10462,40.834476,-73.85811,"2,468","2,552",1920,1, S1 ,"$600,000 ",9/2/2015,
2,PARKCHESTER              ,01  ONE FAMILY DWELLINGS                    ,1,4019,40, ,A1, 1716 VAN BUREN STREET                     ,NYC,10460,40.843401,-73.869353,"2,500","1,116",1905,1, A1 ,"$240,000 ",7/9/2015,
2,PARKCHESTER              ,01  ONE FAMILY DWELLINGS                    ,1,4021,111, ,A1, 1747 GARFIELD STREET                      ,NYC,10460,40.841696,-73.870306,"2,700","1,807",1901,1, A1 ,"$400,000 ",3/12/2015,
2,PARKCHESTER              ,01  ONE FAMILY DWELLINGS                    ,1,4026,39, ,A1, 619 BAKER AVENUE                          ,NYC,10460,40.84194,-73.866423,"2,500","1,058",1925,1, A1 ,"$281,000 ",9/23/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,4391,13, ,A1, 2222 WOODHULL AVENUE                      ,NYC,10469,40.858656,-73.841595,"2,500","1,957",1955,1, A1 ,"$509,000 ",5/26/2015,"$480,494 "
2,COUNTRY CLUB/PELHAM ,01  ONE FAMILY DWELLINGS                    ,1,4395,36, ,A1, 2219 WESTERVELT AVENUE                    ,NYC,10469,40.858371,-73.840285,"2,500","1,513",1930,1, A1 ,"$529,000 ",6/18/2015,
2,COUNTRY CLUB/PELHAM         ,01  ONE FAMILY DWELLINGS                    ,1,4397,16, ,A2, 2226 KINGSLAND AVENUE                     ,NYC,10469,40.858437,-73.838786,"3,742","1,209",1945,1, A2 ,"$540,000 ",3/18/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,4404,48, ,A1, 2329 LODOVICK AVENUE                      ,NYC,10469,40.860039,-73.8374089,"5,000","1,070",1950,1, A1 ,"$590,000 ",2/13/2015,
2,COUNTRY CLUB/PELHAM            ,01  ONE FAMILY DWELLINGS                    ,1,4405,56, ,A1, 2311 GUNTHER AVENUE                       ,NYC,10469,40.8594099,-73.836507,"5,408","2,931",1955,1, A1 ,"$688,000 ",7/7/2015,
2,COUNTRY CLUB/PELHAM        ,01  ONE FAMILY DWELLINGS                    ,1,4409,13, ,A5, 2318 WICKHAM AVENUE                       ,NYC,10469,40.859484,-73.835007,"2,500","1,224",1965,1, A5 ,"$492,500 ",5/20/2015,
2,COUNTRY CLUB/PELHAM            ,01  ONE FAMILY DWELLINGS                    ,1,4417,12, ,A5, 2321 VANCE STREET                         ,NYC,10469,40.859966,-73.831727,"2,800",780,1950,1, A5 ,"$400,000 ",12/30/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,4478,39, ,A1, 1516 MACE AVENUE                          ,NYC,10469,40.862493,-73.842596,"3,100","1,956",1932,1, A1 ,"$500,000 ",9/18/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,4481,46, ,A5, 1517 FIELDING STREET                      ,NYC,10469,40.863759,-73.84273,"2,248","1,480",1940,1, A5 ,"$391,000 ",8/21/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,4481,93, ,A5, 1503 HAWTHORNE STREET                     ,NYC,10469,40.8644669,-73.843096,"1,152","1,048",1940,1, A5 ,"$338,000 ",1/8/2015,
2,COUNTRY CLUB/PELHAM            ,01  ONE FAMILY DWELLINGS                    ,1,4482,9, ,A5, 2506 WOODHULL AVENUE                      ,NYC,10469,40.8630809,-73.8415144,"2,500","1,360",1940,1, A5 ,"$390,000 ",10/19/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,4482,53, ,A5, 2557 MICKLE AVENUE                        ,NYC,10469,40.8647241,-73.8409663,"2,000","1,360",1940,1, A5 ,"$414,000 ",10/30/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,4483,3, ,A1, 1589 WARING AVENUE                        ,NYC,10469,40.8610619,-73.840271,"3,000","1,860",1930,1, A1 ,"$509,000 ",11/18/2015,
2,COUNTRY CLUB/PELHAM            ,01  ONE FAMILY DWELLINGS                    ,1,4485,4, ,A9, 1633 WARING AVENUE                        ,NYC,10469,40.8609916,-73.838539,"2,250","2,160",1960,1, A9 ,"$487,000 ",11/30/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,4485,51, ,A9, 2421 TIEMANN AVENUE                       ,NYC,10469,40.8614419,-73.8382861,"2,500","1,944",1950,1, A9 ,"$401,500 ",4/24/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,4485,55, ,A9, 2413 TIEMANN AVENUE                       ,NYC,10469,40.861166,-73.8383041,"2,500","1,944",1950,1, A9 ,"$505,000 ",9/23/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,4486,22, ,A5, 2534 MICKLE AVENUE                        ,NYC,10469,40.86379,-73.84049,"2,000","1,400",1931,1, A5 ,"$363,000 ",3/4/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,4486,83, ,A5, 2509 WESTERVELT AVE.                      ,NYC,10469,40.863084,-73.840136,"2,000","1,400",1931,1, A5 ,"$410,000 ",10/29/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,4489,12, ,A5, 2414 TIEMANN AVENUE                       ,NYC,10469,40.861339,-73.837751,"2,492","1,728",1965,1, A5 ,"$420,000 ",8/10/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,4492,32, ,A5, 2558 TIEMANN AVENUE                       ,NYC,10469,40.8641099,-73.837654,"2,600","1,890",1950,1, A5 ,"$437,500 ",10/23/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,4364,45, ,A1, 2327 LACONIA AVENUE                       ,NYC,10469,40.8606,-73.856287,"3,700","1,628",1935,1, A1 ,"$547,500 ",7/27/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,4382,23, ,A1, 1340 WARING AVENUE                        ,NYC,10469,40.8608133,-73.8476573,"2,391","1,280",1950,1, A1 ,"$472,500 ",7/17/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,4384,13, ,A1, 2218 SEYMOUR AVENUE                       ,NYC,10469,40.8592261,-73.8461476,"2,650","1,980",1930,1, A1 ,"$532,000 ",8/6/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,4385,35, ,A1, 2219 FENTON AVENUE                        ,NYC,10469,40.859135,-73.844836,"2,500","1,360",1940,1, A1 ,"$405,000 ",5/22/2015,
2,COUNTRY CLUB/PELHAM             ,01  ONE FAMILY DWELLINGS                    ,1,4392,22, ,A1, 2316 FENTON AVE                           ,NYC,10469,40.860102,-73.844151,"9,806","1,476",1920,1, A1 ,"$775,000 ",11/24/2015,
2,COUNTRY CLUB/PELHAM              ,01  ONE FAMILY DWELLINGS                    ,1,4438,13, ,A5, 2418 MATTHEWS AVENUE                      ,NYC,10467,40.861903,-73.862436,"1,967","1,520",1955,1, A5 ,"$272,000 ",3/6/2015,
