KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,HOOD,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,TN  ,1032398,238443,40.8210236,-73.82604206,"(40.821023597, -73.826042057)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,43,REAR OF,RESIDENCE - PUBLIC HOUSING,CH ,1025580,236918,40.81687244,-73.85068493,"(40.816872438, -73.850684927)"
105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,M,1010158,242490,40.83222468,-73.90637977,"(40.832224679, -73.906379774)"
105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,BR ,1017824,243494,40.83495455,-73.87867277,"(40.834954553, -73.878672765)"
110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,BD,1021623,240919,40.82787167,-73.86495842,"(40.827871665, -73.864958422)"
105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,WB,1009394,242828,40.8331546,-73.90913931,"(40.833154599, -73.909139311)"
109,GRAND LARCENY,404,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46,OPPOSITE OF,RESIDENCE - PUBLIC HOUSING,T ,1006344,247971,40.84727879,-73.92014406,"(40.847278789, -73.920144058)"
109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,BD,1021111,240829,40.82762679,-73.86680897,"(40.827626793, -73.866808966)"
105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,MH ,1005426,235225,40.81229693,-73.92350234,"(40.812296927, -73.923502342)"
110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,REAR OF,RESIDENCE - PUBLIC HOUSING,SV,1021490,236442,40.81558414,-73.86546385,"(40.81558414, -73.865463846)"
105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,BD,1020068,240643,40.82712057,-73.8705787,"(40.827120568, -73.870578701)"
105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,CH,1025580,236918,40.81687244,-73.85068493,"(40.816872438, -73.850684927)"
105,ROBBERY,384,"ROBBERY,POCKETBOOK/CARRIED BAG",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,CH,1026553,237773,40.81921456,-73.8471643,"(40.819214563, -73.847164302)"
109,GRAND LARCENY,457,"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,CH ,1026999,237853,40.81943199,-73.84555244,"(40.819431994, -73.845552435)"
109,GRAND LARCENY,403,"LARCENY,GRAND BY BANK ACCT COMPROMISE-REPRODUCED CHECK",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,TN ,1032948,238316,40.820672,-73.82405583,"(40.820672004, -73.824055827)"
106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,CH ,1026553,237773,40.81921456,-73.8471643,"(40.819214563, -73.847164302)"
109,GRAND LARCENY,419,"LARCENY,GRAND FROM PERSON,UNCL",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,SV,1021490,236442,40.81558414,-73.86546385,"(40.81558414, -73.865463846)"
109,GRAND LARCENY,417,"LARCENY,GRAND FROM PERSON,PURS",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,44,INSIDE,RESIDENCE - PUBLIC HOUSING,CP ,1008151,241893,40.83059175,-73.91363443,"(40.830591745, -73.913634432)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,BR,1018882,243356,40.8345717,-73.87485012,"(40.834571698, -73.874850115)"
109,GRAND LARCENY,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,WF ,1015518,241579,40.8297069,-73.88701503,"(40.829706898, -73.887015033)"
105,ROBBERY,382,"ROBBERY,NECKCHAIN/JEWELRY",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,SV,1021457,236045,40.81449463,-73.86558527,"(40.814494627, -73.865585266)"
105,ROBBERY,383,"ROBBERY,DELIVERY PERSON",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,CH,1026382,237309,40.81794183,-73.84778502,"(40.817941833, -73.847785022)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,CH,1027228,237469,40.81837691,-73.84472754,"(40.818376912, -73.844727536)"
109,GRAND LARCENY,424,"LARCENY,GRAND BY CREDIT CARD ACCT COMPROMISE-EXISTING ACCT",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,BDE,1019804,240596,40.82699263,-73.87153287,"(40.826992634, -73.87153287)"
110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,43,OPPOSITE OF,STREET,BR ,1018196,243839,40.83590006,-73.8773267,"(40.835900056, -73.877326699)"
109,GRAND LARCENY,414,"LARCENY,GRAND PERSON,NECK CHAI",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,BD,1021623,240919,40.82787167,-73.86495842,"(40.827871665, -73.864958422)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,49,INSIDE,RESIDENCE - PUBLIC HOUSING,PB ,1022486,252197,40.85882275,-73.86177577,"(40.858822748, -73.861775773)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,TN ,1032930,239207,40.82311764,-73.8241144,"(40.823117641, -73.824114397)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,TN ,1032930,239207,40.82311764,-73.8241144,"(40.823117641, -73.824114397)"
109,GRAND LARCENY,417,"LARCENY,GRAND FROM PERSON,PURS",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,CH ,1025622,237609,40.81876884,-73.85052893,"(40.818768839, -73.850528931)"
105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,49,INSIDE,RESIDENCE - PUBLIC HOUSING,E ,1024600,256714,40.87121112,-73.85410634,"(40.871211121, -73.85410634)"
105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,BR ,1018829,243632,40.83532945,-73.87504022,"(40.835329446, -73.87504022)"
105,ROBBERY,394,"ROBBERY,LICENSED FOR HIRE VEHICLE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,STREET,BD,1021275,240025,40.82541936,-73.86622081,"(40.825419359, -73.866220811)"
105,ROBBERY,389,"ROBBERY,DWELLING",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,INSIDE,RESIDENCE - PUBLIC HOUSING,M,1010158,242490,40.83222468,-73.90637977,"(40.832224679, -73.906379774)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,44,INSIDE,RESIDENCE - PUBLIC HOUSING,CP ,1008393,241797,40.8303276,-73.9127603,"(40.830327595, -73.912760304)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,CH,1027228,237469,40.81837691,-73.84472754,"(40.818376912, -73.844727536)"
106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,SV,1021490,236442,40.81558414,-73.86546385,"(40.81558414, -73.865463846)"
105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,BD,1020811,240473,40.82665092,-73.86789492,"(40.826650923, -73.867894916)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,40,REAR OF,RESIDENCE - PUBLIC HOUSING,MR,1007066,238386,40.8209689,-73.91756704,"(40.8209689, -73.917567037)"
106,FELONY ASSAULT,109,"ASSAULT 2,1,UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,BD,1020325,240688,40.82724303,-73.86964983,"(40.827243034, -73.86964983)"
110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,43,OPPOSITE OF,STREET,CH,1027228,237469,40.81837691,-73.84472754,"(40.818376912, -73.844727536)"
106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,BD,1021879,240965,40.82799684,-73.86403314,"(40.827996836, -73.864033139)"
109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,42,FRONT OF,RESIDENCE - PUBLIC HOUSING,M,1010158,242490,40.83222468,-73.90637977,"(40.832224679, -73.906379774)"
105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,BR ,1018882,243356,40.8345717,-73.87485012,"(40.834571698, -73.874850115)"
109,GRAND LARCENY,405,"LARCENY,GRAND BY THEFT OF CREDIT CARD",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,CH ,1026553,237773,40.81921456,-73.8471643,"(40.819214563, -73.847164302)"
105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,BR ,1018196,243839,40.83590006,-73.8773267,"(40.835900056, -73.877326699)"
106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,TN ,1032398,238443,40.8210236,-73.82604206,"(40.821023597, -73.826042057)"
109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,40,REAR OF,RESIDENCE - PUBLIC HOUSING,MH ,1005426,235225,40.81229693,-73.92350234,"(40.812296927, -73.923502342)"
105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",ATTEMPTED,FELONY,N.Y. HOUSING POLICE,BRONX,49,FRONT OF,RESIDENCE - PUBLIC HOUSING,E ,1025376,256698,40.87116362,-73.85130063,"(40.871163624, -73.851300629)"
105,ROBBERY,386,"ROBBERY,PERSONAL ELECTRONIC DEVICE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,BD,1019804,240596,40.82699263,-73.87153287,"(40.826992634, -73.87153287)"
105,ROBBERY,388,"ROBBERY,RESIDENTIAL COMMON AREA",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,CH ,1025580,236918,40.81687244,-73.85068493,"(40.816872438, -73.850684927)"
110,GRAND LARCENY OF MOTOR VEHICLE,451,"LARCENY,GRAND OF MOTORCYCLE",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,41,FRONT OF,RESIDENCE - PUBLIC HOUSING,L ,1015284,240357,40.82635368,-73.88786624,"(40.826353684, -73.88786624)"
106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,TN  ,1032948,238316,40.820672,-73.82405583,"(40.820672004, -73.824055827)"
105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,43,FRONT OF,RESIDENCE - PUBLIC HOUSING,BD,1021879,240965,40.82799684,-73.86403314,"(40.827996836, -73.864033139)"
105,ROBBERY,390,"ROBBERY,HOME INVASION",COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,45,INSIDE,RESIDENCE - PUBLIC HOUSING,TN ,1032930,239207,40.82311764,-73.8241144,"(40.823117641, -73.824114397)"
